Entry	Entry Name	Protein names	Organism	Length
B1AZP2	DLGP4_MOUSE	Disks large-associated protein 4 (DAP-4) (PSD-95/SAP90-binding protein 4) (SAP90/PSD-95-associated protein 4) (SAPAP-4)	Mus musculus (Mouse)	992
B1B0V2	EZHIP_MOUSE	EZH inhibitory protein (K27M-like inhibitor of PRC2)	Mus musculus (Mouse)	589
B2RQR8	ECE2_MOUSE	Endothelin-converting enzyme 2 (ECE-2) (EC 3.4.24.71)	Mus musculus (Mouse)	763
B2RRE7	OTUD4_MOUSE	OTU domain-containing protein 4 (EC 3.4.19.12)	Mus musculus (Mouse)	1107
B2RUP2	UN13D_MOUSE	Protein unc-13 homolog D (Munc13-4)	Mus musculus (Mouse)	1085
B2RX88	CSPP1_MOUSE	Centrosome and spindle pole associated protein 1	Mus musculus (Mouse)	1205
B2RXA7	CP26C_MOUSE	Cytochrome P450 26C1 (Cyp26c1) (EC 1.14.14.1) (Cytochrome P450, family 26, subfamily c, polypeptide 1)	Mus musculus (Mouse)	518
B2RXS4	PLXB2_MOUSE	Plexin-B2	Mus musculus (Mouse)	1842
B2RY04	DOCK5_MOUSE	Dedicator of cytokinesis protein 5 (Lens rupture protein 2) (Rupture of lens cataract protein)	Mus musculus (Mouse)	1868
B2RY71	DNAI3_MOUSE	Dynein axonemal intermediate chain 3 (WD repeat-containing protein 63)	Mus musculus (Mouse)	923
B5KM66	SYCE3_MOUSE	Synaptonemal complex central element protein 3 (Testis-specific expressed protein 2) (TSEG-2)	Mus musculus (Mouse)	88
B6A8R8	TARM1_MOUSE	T-cell-interacting, activating receptor on myeloid cells protein 1 (OSCAR-like transcript-2 protein) (OLT-2)	Mus musculus (Mouse)	288
B7ZNG0	KIF7_MOUSE	Kinesin-like protein KIF7	Mus musculus (Mouse)	1348
B9EJ57	MTF1B_MOUSE	Transcription termination factor 1b, mitochondrial (Mitochondrial transcription termination factor 1b) (mTERF1b)	Mus musculus (Mouse)	379
B9EKR1	PTPRZ_MOUSE	Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48)	Mus musculus (Mouse)	2312
C0LLJ0	IMA8_MOUSE	Importin subunit alpha-8 (Karyopherin subunit alpha-7)	Mus musculus (Mouse)	499
D2EAC2	ZBED6_MOUSE	Zinc finger BED domain-containing protein 6 (Muscle growth regulator) (MGR)	Mus musculus (Mouse)	980
D2J0Y4	CJ090_MOUSE	(E2-independent) E3 ubiquitin-conjugating enzyme FATS (EC 2.3.2.-) (Centrosomal protein C10orf90 homolog) (E2/E3 hybrid ubiquitin-protein ligase FATS) (Fragile-site associated tumor suppressor homolog) (FATS)	Mus musculus (Mouse)	644
D3YXK1	SAMD1_MOUSE	Sterile alpha motif domain-containing protein 1 (SAM domain-containing protein 1) (Atherin)	Mus musculus (Mouse)	519
D3YZZ2	TGR3L_MOUSE	Transforming growth factor-beta receptor type 3-like protein (TGF-beta receptor type-3-like protein) (TGFR-3L) (Transforming growth factor, beta receptor III-like)	Mus musculus (Mouse)	297
D3Z1Q2	MRAP2_MOUSE	Melanocortin-2 receptor accessory protein 2	Mus musculus (Mouse)	207
D3Z2R5	SELN_MOUSE	Selenoprotein N (SelN)	Mus musculus (Mouse)	557
D3Z423	R212B_MOUSE	E3 ubiquitin-protein ligase RNF212B (EC 2.3.2.27) (RING finger protein 212B)	Mus musculus (Mouse)	297
D3Z5S8	TET5A_MOUSE	Terminal nucleotidyltransferase 5A (EC 2.7.7.19)	Mus musculus (Mouse)	447
E0CYC6	NAT8B_MOUSE	N-acetyltransferase 8B (EC 2.3.1.-) (Acetyltransferase 1) (ATase1) (Camello-like protein 2) (Protein-lysine N6-acetyltransferase 8B)	Mus musculus (Mouse)	232
E9PUQ8	DGKD_MOUSE	Diacylglycerol kinase delta (DAG kinase delta) (EC 2.7.1.107)	Mus musculus (Mouse)	1220
E9PVA8	GCN1_MOUSE	Stalled ribosome sensor GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1)	Mus musculus (Mouse)	2671
E9PVX6	KI67_MOUSE	Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67 homolog) (Antigen KI-67 homolog) (Antigen Ki67 homolog)	Mus musculus (Mouse)	3177
E9PYY5	DNAI4_MOUSE	Dynein axonemal intermediate chain 4 (WD repeat-containing protein 78)	Mus musculus (Mouse)	807
E9Q238	KANK1_MOUSE	KN motif and ankyrin repeat domains 1 (Ankyrin repeat domain-containing protein 15) (Kidney ankyrin repeat-containing protein)	Mus musculus (Mouse)	1360
E9Q4Z2	ACACB_MOUSE	Acetyl-CoA carboxylase 2 (EC 6.4.1.2) (ACC-beta)	Mus musculus (Mouse)	2448
E9Q5K9	YTDC1_MOUSE	YTH domain-containing protein 1	Mus musculus (Mouse)	736
E9Q7R9	CFA43_MOUSE	Cilia- and flagella-associated protein 43	Mus musculus (Mouse)	1682
E9Q876	ABCAC_MOUSE	Glucosylceramide transporter ABCA12 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 12)	Mus musculus (Mouse)	2595
E9Q8T2	PRD15_MOUSE	PR domain zinc finger protein 15 (EC 2.1.1.-) (PR domain-containing protein 15)	Mus musculus (Mouse)	1174
E9Q912	GDS1_MOUSE	Rap1 GTPase-GDP dissociation stimulator 1	Mus musculus (Mouse)	607
E9Q9F6	CTSRD_MOUSE	Cation channel sperm-associated auxiliary subunit delta (CatSper-delta) (CatSperdelta) (Transmembrane protein 146)	Mus musculus (Mouse)	805
E9Q9U0	U17PB_MOUSE	Ubiquitin carboxyl-terminal hydrolase 17-like protein B (USP17-B) (EC 3.4.19.12) (Deubiquitinating enzyme 1A)	Mus musculus (Mouse)	468
E9Q9W7	PDZD7_MOUSE	PDZ domain-containing protein 7	Mus musculus (Mouse)	1021
F8VQB6	MYO10_MOUSE	Unconventional myosin-X (Unconventional myosin-10)	Mus musculus (Mouse)	2062
G3X943	S39A2_MOUSE	Zinc transporter ZIP2 (Solute carrier family 39 member 2) (Zrt- and Irt-like protein 2) (ZIP-2) (hZIP2)	Mus musculus (Mouse)	309
G3X9K3	BIG1_MOUSE	Brefeldin A-inhibited guanine nucleotide-exchange protein 1 (BIG1) (Brefeldin A-inhibited GEP 1) (ADP-ribosylation factor guanine nucleotide-exchange factor 1)	Mus musculus (Mouse)	1846
G3XA57	RFIP2_MOUSE	Rab11 family-interacting protein 2 (Rab11-FIP2)	Mus musculus (Mouse)	512
I7HJS4	ZN683_MOUSE	Tissue-resident T-cell transcription regulator protein ZNF683 (Homolog of Blimp-1 in T-cell) (Hobit) (Zinc finger protein 683)	Mus musculus (Mouse)	458
J3QMY9	TO6BL_MOUSE	Type 2 DNA topoisomerase 6 subunit B-like (TOP6B like initiator of meiotic double strand breaks) (Type 2 DNA topoisomerase VI subunit B-like) (TOPOVIBL)	Mus musculus (Mouse)	579
O08539	BIN1_MOUSE	Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Bridging integrator 1) (SH3 domain-containing protein 9)	Mus musculus (Mouse)	588
O08550	KMT2B_MOUSE	Histone-lysine N-methyltransferase 2B (Lysine N-methyltransferase 2B) (EC 2.1.1.364) (Myeloid/lymphoid or mixed-lineage leukemia protein 4 homolog) (Trithorax homolog 2) (WW domain-binding protein 7) (WBP-7)	Mus musculus (Mouse)	2713
O08580	ERR1_MOUSE	Steroid hormone receptor ERR1 (Estrogen receptor-like 1) (Estrogen-related receptor alpha) (ERR-alpha) (Nuclear receptor subfamily 3 group B member 1)	Mus musculus (Mouse)	422
O08582	GTPB1_MOUSE	GTP-binding protein 1 (G-protein 1) (GP-1) (GP1) (EC 3.6.5.3)	Mus musculus (Mouse)	668
O08584	KLF6_MOUSE	Krueppel-like factor 6 (Core promoter element-binding protein)	Mus musculus (Mouse)	283
O08638	MYH11_MOUSE	Myosin-11 (Myosin heavy chain 11) (Myosin heavy chain, smooth muscle isoform) (SMMHC)	Mus musculus (Mouse)	1972
O08644	EPHB6_MOUSE	Ephrin type-B receptor 6 (MEP) (Tyrosine-protein kinase-defective receptor EPH-6)	Mus musculus (Mouse)	1014
O08650	HYAS3_MOUSE	Hyaluronan synthase 3 (EC 2.4.1.212) (Hyaluronate synthase 3) (Hyaluronic acid synthase 3) (HA synthase 3)	Mus musculus (Mouse)	554
O08692	NGP_MOUSE	Neutrophilic granule protein (NGP) (Cystatin-like protein) (Myeloid bactenecin protein) (Myeloid secondary granule protein)	Mus musculus (Mouse)	167
O08739	AMPD3_MOUSE	AMP deaminase 3 (EC 3.5.4.6) (AMP deaminase H-type) (AMP deaminase isoform E) (Heart-type AMPD)	Mus musculus (Mouse)	766
O08747	UNC5C_MOUSE	Netrin receptor UNC5C (Protein unc-5 homolog 3) (Protein unc-5 homolog C) (Rostral cerebellar malformation protein)	Mus musculus (Mouse)	931
O08762	NETR_MOUSE	Neurotrypsin (EC 3.4.21.-) (Brain-specific serine protease 3) (BSSP-3) (Motopsin) (Serine protease 12)	Mus musculus (Mouse)	761
O08786	CCKAR_MOUSE	Cholecystokinin receptor type A (CCK-A receptor) (CCK-AR) (Cholecystokinin-1 receptor) (CCK1-R)	Mus musculus (Mouse)	436
O08807	PRDX4_MOUSE	Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)	Mus musculus (Mouse)	274
O08832	GALT4_MOUSE	Polypeptide N-acetylgalactosaminyltransferase 4 (EC 2.4.1.41) (Polypeptide GalNAc transferase 4) (GalNAc-T4) (pp-GaNTase 4) (Protein-UDP acetylgalactosaminyltransferase 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 4)	Mus musculus (Mouse)	578
O08901	BUB1_MOUSE	Mitotic checkpoint serine/threonine-protein kinase BUB1 (mBUB1) (EC 2.7.11.1) (BUB1A)	Mus musculus (Mouse)	1058
O08908	P85B_MOUSE	Phosphatidylinositol 3-kinase regulatory subunit beta (PI3-kinase regulatory subunit beta) (PI3K regulatory subunit beta) (PtdIns-3-kinase regulatory subunit beta) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit beta) (PI3-kinase subunit p85-beta) (PtdIns-3-kinase regulatory subunit p85-beta)	Mus musculus (Mouse)	722
O08912	GALT1_MOUSE	Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form]	Mus musculus (Mouse)	559
O08919	NUMBL_MOUSE	Numb-like protein	Mus musculus (Mouse)	604
O08969	PHLA2_MOUSE	Pleckstrin homology-like domain family A member 2 (Imprinted in placenta and liver protein) (Protein 50C15)	Mus musculus (Mouse)	144
O09000	NCOA3_MOUSE	Nuclear receptor coactivator 3 (NCoA-3) (EC 2.3.1.48) (Amplified in breast cancer-1 protein homolog) (AIB-1) (CBP-interacting protein) (p/CIP) (pCIP) (Receptor-associated coactivator 3) (RAC-3) (Steroid receptor coactivator protein 3) (SRC-3) (Thyroid hormone receptor activator molecule 1) (ACTR) (TRAM-1)	Mus musculus (Mouse)	1398
O09039	SH2B3_MOUSE	SH2B adapter protein 3 (Lymphocyte adapter protein) (Lymphocyte-specific adapter protein Lnk) (Signal transduction protein Lnk)	Mus musculus (Mouse)	548
O09051	GUC2B_MOUSE	Guanylate cyclase activator 2B [Cleaved into: Uroguanylin (UGN)]	Mus musculus (Mouse)	106
O09061	PSB1_MOUSE	Proteasome subunit beta type-1 (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain) (Proteasome subunit beta-6) (beta-6)	Mus musculus (Mouse)	240
O09107	INSL3_MOUSE	Insulin-like 3 (Leydig insulin-like peptide) (Ley-I-L) (Relaxin-like factor) [Cleaved into: Insulin-like 3 B chain; Insulin-like 3 A chain]	Mus musculus (Mouse)	122
O09126	SEM4D_MOUSE	Semaphorin-4D (M-Sema G) (Semaphorin-C-like 2) (Semaphorin-J) (Sema J) (CD antigen CD100)	Mus musculus (Mouse)	861
O09161	CASQ2_MOUSE	Calsequestrin-2 (Calsequestrin, cardiac muscle isoform)	Mus musculus (Mouse)	415
O09173	HGD_MOUSE	Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)	Mus musculus (Mouse)	445
O35082	KLOT_MOUSE	Klotho (EC 3.2.1.31) [Cleaved into: Klotho peptide]	Mus musculus (Mouse)	1014
O35085	ARX_MOUSE	Homeobox protein ARX (Aristaless-related homeobox)	Mus musculus (Mouse)	564
O35118	GFRA3_MOUSE	GDNF family receptor alpha-3 (GDNF receptor alpha-3) (GDNFR-alpha-3) (GFR-alpha-3)	Mus musculus (Mouse)	397
O35134	RPA1_MOUSE	DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (RPA194)	Mus musculus (Mouse)	1717
O35143	ATIF1_MOUSE	ATPase inhibitor, mitochondrial (ATP synthase F1 subunit epsilon) (Inhibitor of F(1)F(o)-ATPase) (IF(1)) (IF1)	Mus musculus (Mouse)	106
O35144	TERF2_MOUSE	Telomeric repeat-binding factor 2 (TTAGGG repeat-binding factor 2) (Telomeric DNA-binding protein)	Mus musculus (Mouse)	541
O35149	ZNT4_MOUSE	Probable proton-coupled zinc antiporter SLC30A4 (Lethal milk protein) (Solute carrier family 30 member 4) (Zinc transporter 4) (ZnT-4)	Mus musculus (Mouse)	430
O35206	COFA1_MOUSE	Collagen alpha-1(XV) chain [Cleaved into: Restin (Endostatin-XV)]	Mus musculus (Mouse)	1367
O35245	PKD2_MOUSE	Polycystin-2 (Polycystic kidney disease 2 protein homolog) (Transient receptor potential cation channel subfamily P member 2)	Mus musculus (Mouse)	966
O35304	VACHT_MOUSE	Vesicular acetylcholine transporter (VAChT) (Solute carrier family 18 member 3)	Mus musculus (Mouse)	530
O35305	TNR11_MOUSE	Tumor necrosis factor receptor superfamily member 11A (Osteoclast differentiation factor receptor) (ODFR) (Receptor activator of NF-KB) (CD antigen CD265)	Mus musculus (Mouse)	625
O35324	SH21B_MOUSE	SH2 domain-containing protein 1B (EWS/FLI1-activated transcript 2) (EAT-2)	Mus musculus (Mouse)	132
O35326	SRSF5_MOUSE	Serine/arginine-rich splicing factor 5 (Delayed-early protein HRS) (Pre-mRNA-splicing factor SRP40) (Splicing factor, arginine/serine-rich 5)	Mus musculus (Mouse)	269
O35343	IMA3_MOUSE	Importin subunit alpha-3 (Importin alpha Q1) (Qip1) (Karyopherin subunit alpha-4)	Mus musculus (Mouse)	521
O35387	HAX1_MOUSE	HCLS1-associated protein X-1 (HS1-associating protein X-1) (HAX-1) (HS1-binding protein 1) (HSP1BP-1)	Mus musculus (Mouse)	280
O35400	ST2B1_MOUSE	Sulfotransferase 2B1 (EC 2.8.2.2) (Alcohol sulfotransferase) (Hydroxysteroid sulfotransferase 2) (Sulfotransferase family cytosolic 2B member 1) (ST2B1)	Mus musculus (Mouse)	338
O35469	3BHS6_MOUSE	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 6 (EC 1.1.1.-) (3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type VI) (3-beta-HSD VI) [Includes: 3-beta-hydroxy-Delta(5)-steroid dehydrogenase (EC 1.1.1.145) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid Delta-isomerase (EC 5.3.3.1) (Delta-5-3-ketosteroid isomerase)]	Mus musculus (Mouse)	373
O35484	AZIN1_MOUSE	Antizyme inhibitor 1 (AZI) (Ornithine decarboxylase antizyme inhibitor)	Mus musculus (Mouse)	448
O35491	CLK2_MOUSE	Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2)	Mus musculus (Mouse)	499
O35495	CDK14_MOUSE	Cyclin-dependent kinase 14 (EC 2.7.11.22) (Cell division protein kinase 14) (Serine/threonine-protein kinase PFTAIRE-1)	Mus musculus (Mouse)	469
O35516	NOTC2_MOUSE	Neurogenic locus notch homolog protein 2 (Notch 2) (Motch B) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]	Mus musculus (Mouse)	2473
O35526	STX1A_MOUSE	Syntaxin-1A (Neuron-specific antigen HPC-1)	Mus musculus (Mouse)	288
O35566	CD151_MOUSE	CD151 antigen (GP27) (Membrane glycoprotein SFA-1) (Platelet-endothelial tetraspan antigen 3) (PETA-3) (CD antigen CD151)	Mus musculus (Mouse)	253
O35598	ADA10_MOUSE	Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)	Mus musculus (Mouse)	749
O35622	FGF15_MOUSE	Fibroblast growth factor 15 (FGF-15)	Mus musculus (Mouse)	218
O35643	AP1B1_MOUSE	AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit)	Mus musculus (Mouse)	943
O35646	CAN6_MOUSE	Calpain-6	Mus musculus (Mouse)	641
O35678	MGLL_MOUSE	Monoglyceride lipase (MGL) (EC 3.1.1.23) (Monoacylglycerol lipase) (MAGL)	Mus musculus (Mouse)	303
O35690	PHX2B_MOUSE	Paired mesoderm homeobox protein 2B (Neuroblastoma Phox) (NBPhox) (PHOX2B homeodomain protein) (Paired-like homeobox 2B)	Mus musculus (Mouse)	314
O35740	CITE2_MOUSE	Cbp/p300-interacting transactivator 2 (MSG-related protein 1) (MRG-1) (P35srj)	Mus musculus (Mouse)	269
O35744	CHIL3_MOUSE	Chitinase-like protein 3 (EC 3.2.1.52) (Beta-N-acetylhexosaminidase Ym1) (Chitinase-3-like protein 3) (ECF-L) (Eosinophil chemotactic cytokine) (Secreted protein Ym1)	Mus musculus (Mouse)	398
O35855	BCAT2_MOUSE	Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT(m)) (EC 2.6.1.42)	Mus musculus (Mouse)	393
O35885	ASCL2_MOUSE	Achaete-scute homolog 2 (ASH-2) (mASH-2) (mASH2)	Mus musculus (Mouse)	263
O35903	CCL25_MOUSE	C-C motif chemokine 25 (Chemokine TECK) (Small-inducible cytokine A25) (Thymus-expressed chemokine)	Mus musculus (Mouse)	144
O35930	GP1BA_MOUSE	Platelet glycoprotein Ib alpha chain (GP-Ib alpha) (GPIb-alpha) (GPIbA) (Glycoprotein Ibalpha) (CD antigen CD42b) [Cleaved into: Glycocalicin]	Mus musculus (Mouse)	734
O35936	ALOX8_MOUSE	Polyunsaturated fatty acid lipoxygenase ALOX8 (15-lipoxygenase 2) (15-LOX-2) (Arachidonate 15-lipoxygenase B) (15-LOX-B) (Arachidonate 8S-lipoxygenase) (8-LOX) (8S-LOX) (EC 1.13.11.-) (Linoleate 9S-lipoxygenase ALOX8) (EC 1.13.11.58)	Mus musculus (Mouse)	677
O35943	FRDA_MOUSE	Frataxin, mitochondrial (Fxn) (EC 1.16.3.1) [Cleaved into: Frataxin intermediate form; Frataxin mature form; Extramitochondrial frataxin]	Mus musculus (Mouse)	207
O35949	ELOV3_MOUSE	Very long chain fatty acid elongase 3 (EC 2.3.1.199) (3-keto acyl-CoA synthase Elovl3) (CIN-2) (Cold-inducible glycoprotein of 30 kDa) (ELOVL fatty acid elongase 3) (ELOVL FA elongase 3) (Elongation of very long chain fatty acids protein 3) (Very long chain 3-ketoacyl-CoA synthase 3) (Very long chain 3-oxoacyl-CoA synthase 3)	Mus musculus (Mouse)	271
O35973	PER1_MOUSE	Period circadian protein homolog 1 (mPER1) (Circadian clock protein PERIOD 1) (Circadian pacemaker protein Rigui)	Mus musculus (Mouse)	1291
O35988	SDC4_MOUSE	Syndecan-4 (SYND4) (Ryudocan core protein)	Mus musculus (Mouse)	198
O54724	CAVN1_MOUSE	Caveolae-associated protein 1 (Cav-p60) (Cavin-1) (Polymerase I and transcript release factor)	Mus musculus (Mouse)	392
O54743	FOXF2_MOUSE	Forkhead box protein F2 (Protein LUN)	Mus musculus (Mouse)	446
O54784	DAPK3_MOUSE	Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (ZIP-kinase)	Mus musculus (Mouse)	448
O54799	NMBR_MOUSE	Neuromedin-B receptor (NMB-R) (Neuromedin-B-preferring bombesin receptor)	Mus musculus (Mouse)	390
O54825	BYST_MOUSE	Bystin	Mus musculus (Mouse)	436
O54864	SUV91_MOUSE	Histone-lysine N-methyltransferase SUV39H1 (EC 2.1.1.-) (Histone H3-K9 methyltransferase 1) (H3-K9-HMTase 1) (Position-effect variegation 3-9 homolog) (Suppressor of variegation 3-9 homolog 1) (Su(var)3-9 homolog 1)	Mus musculus (Mouse)	412
O54865	GCYB1_MOUSE	Guanylate cyclase soluble subunit beta-1 (GCS-beta-1) (EC 4.6.1.2) (Guanylate cyclase soluble subunit beta-3) (GCS-beta-3) (Soluble guanylate cyclase small subunit)	Mus musculus (Mouse)	620
O54890	ITB3_MOUSE	Integrin beta-3 (Platelet membrane glycoprotein IIIa) (GPIIIa) (CD antigen CD61)	Mus musculus (Mouse)	787
O54901	OX2G_MOUSE	OX-2 membrane glycoprotein (MRC OX-2 antigen) (CD antigen CD200)	Mus musculus (Mouse)	278
