Entry	Entry Name	Protein names	Organism	Length
P13661	BLO1_ECOLX	Beta-lactamase OXA-1 (EC 3.5.2.6) (Penicillinase)	Escherichia coli	276
Q5U7L7	BLBV2_ECOLX	Metallo-beta-lactamase VIM-2 (EC 3.5.2.6) (Verona imipenemase 2) (Verona integron-encoded metallo-beta-lactamase 2)	Escherichia coli	266
C0HMD9	DHP3_ECOLX	Dihydropteroate synthase type-3 (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase type III) (Dihydropteroate synthase type III)	Escherichia coli	263
P00382	DYR1_ECOLX	Dihydrofolate reductase type 1 (EC 1.5.1.3) (Dihydrofolate reductase type I) (Trimethoprim resistance protein)	Escherichia coli	157
P00551	KKA1_ECOLX	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) (APH(3')-I) (APH(3')I) (Kanamycin kinase, type I) (Neomycin-kanamycin phosphotransferase type I)	Escherichia coli	271
P07965	HST3_ECOLX	Heat-stable enterotoxin A3/A4 (ST-H) (ST-IB) (STA3/STA4) (Linaclotide)	Escherichia coli	72
P08716	HLYBP_ECOLX	Alpha-hemolysin translocation ATP-binding protein HlyB	Escherichia coli	707
P0ACT4	TETR4_ECOLX	Tetracycline repressor protein class D	Escherichia coli	218
P0AG05	S3AD_ECOLX	Aminoglycoside (3'') (9) adenylyltransferase (EC 2.7.7.47) (Aminoglycoside 3''-adenylyltransferase) (AAD(3'') (9) adenylyltransferase) (Streptomycin 3''-adenylyltransferase)	Escherichia coli	263
P0C8J7	GATY_ECOLX	D-tagatose-1,6-bisphosphate aldolase subunit GatY (TBPA) (TagBP aldolase) (EC 4.1.2.40) (D-tagatose-bisphosphate aldolase class II) (Tagatose-bisphosphate aldolase)	Escherichia coli	284
P30000	CSCB_ECOLX	Sucrose permease (Sucrose transport protein)	Escherichia coli	415
P37352	HPCE_ECOLX	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase [Includes: 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (HHDD isomerase) (EC 5.3.3.10) (5-carboxymethyl-2-hydroxymuconate Delta-isomerase); 5-carboxymethyl-2-oxo-hex-3-ene-1,7-dioate decarboxylase (EC 4.1.1.68) (5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase) (OPET decarboxylase)]	Escherichia coli	427
P43528	E2BA_ECOLX	Heat-labile enterotoxin IIB, A chain (LT-IIB)	Escherichia coli	263
Q05354	HPCD_ECOLX	5-carboxymethyl-2-hydroxymuconate Delta-isomerase (EC 5.3.3.10) (5-carboxymethyl-2-hydroxymuconic acid isomerase) (CHM isomerase) (CHMI)	Escherichia coli	126
Q47200	F17BG_ECOLX	F17b-G fimbrial adhesin	Escherichia coli	343
Q9LA56	EIBC_ECOLX	Immunoglobulin-binding protein EibC (Trimeric autotransporter adhesin EibC) (TAA EibC) (Type 5 secretion system autotransporter EibC)	Escherichia coli	504
O32591	ESPP_ECOLX	Serine protease EspP (EC 3.4.21.-) [Cleaved into: Secreted autotransporter protein EspP (Extracellular serine protease plasmid-encoded EspP); Autotransporter protein EspP translocator]	Escherichia coli	1300
P0C8F0	KATG_ECOLX	Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase)	Escherichia coli	736
P10484	T1M1_ECOLX	Type I restriction enzyme EcoR124I/EcoR124II methylase subunit (M protein) (EC 2.1.1.72) (Type I methyltransferase M.EcoR124II) (M.EcoR124II) (Type I restriction enzyme EcoR124I/EcoR124/3 methylase subunit)	Escherichia coli	520
P11295	IUCD_ECOLX	L-lysine N6-monooxygenase (EC 1.14.13.59) (Lysine 6-N-hydroxylase) (Lysine N6-hydroxylase) (Lysine-N-oxygenase)	Escherichia coli	425
P23070	RT86_ECOLX	Retron Ec86 reverse transcriptase (Ec86-RT) (EC 2.7.7.49) (ORF320) (Reverse transcriptase) (RT)	Escherichia coli	320
P37755	RFBK9_ECOLX	Phosphomannomutase (PMM) (EC 5.4.2.8)	Escherichia coli	456
Q07736	T1RA_ECOLX	Type I restriction enzyme EcoAI endonuclease subunit (EcoAI) (R protein) (EC 3.1.21.3)	Escherichia coli	810
Q47066	BLT1_ECOLX	Beta-lactamase Toho-1 (EC 3.5.2.6)	Escherichia coli	291
Q5ZND2	T3RE_ECOLX	Type III restriction-modification enzyme EcoP15I Res subunit (EC 3.1.21.5) (Type III restriction enzyme EcoP15I)	Escherichia coli	970
Q8L0V4	CHS_ECOLX	Chondroitin synthase (CS) (Chondroitin polymerase) [Includes: Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase (EC 2.4.1.175) (UDP-GalNAc transferase); N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase (EC 2.4.1.226) (UDP-GlcUA transferase)]	Escherichia coli	686
Q99003	F17AG_ECOLX	F17a-G fimbrial adhesin	Escherichia coli	344
O50329	TRWM_ECOLX	Type IV secretion system protein TrwM	Escherichia coli	104
O50330	TRWK_ECOLX	Type IV secretion system ATPase TrwK (EC 3.6.4.6)	Escherichia coli	823
O50338	TRWD_ECOLX	Type IV secretion system ATPase TrwD (EC 3.6.4.6) (Traffic ATPase TrwD)	Escherichia coli	358
P08083	CEAN_ECOLX	Colicin-N	Escherichia coli	387
P0ABE7	C562_ECOLX	Soluble cytochrome b562 (Cytochrome b-562)	Escherichia coli	128
P0CK94	ELBH_ECOLX	Heat-labile enterotoxin B chain (LT-B, human) (LTH-B)	Escherichia coli	124
P0DPS1	PIPOL_ECOLX	Primer-independent DNA polymerase PolB (piPolB) (EC 2.7.7.-) (EC 3.1.11.-) (Primer-dependent DNA polymerase PolB) (EC 2.7.7.7)	Escherichia coli	866
P0DV26	PYCC2_ECOLX	Cytidylate cyclase (EC 4.6.1.6) (Cyclic CMP synthase) (cCMP synthase) (Ec303145PycC)	Escherichia coli	463
P0DX76	CAPW_ECOLX	DNA-binding transcriptional repressor CapW (CBASS-associated protein with WYL domain) (CapW) (Ec CapW)	Escherichia coli	299
P13720	PAPG1_ECOLX	Fimbrial adhesin PapGI	Escherichia coli	335
P22520	CVAB_ECOLX	Colicin V secretion/processing ATP-binding protein CvaB (EC 3.4.22.-) (EC 7.6.2.-)	Escherichia coli	698
P22706	TRAI2_ECOLX	Multifunctional conjugation protein TraI [Includes: DNA relaxase TraI (EC 5.6.2.-) (DNA nickase TraI) (Trans-esterase TraI); DNA helicase I (EC 5.6.2.3) (DNA 5'-3' helicase TraI)]	Escherichia coli	1756
P42270	HPCG_ECOLX	2-oxo-hept-4-ene-1,7-dioate hydratase (OHED hydratase) (EC 4.2.1.163)	Escherichia coli	267
P55253	RMLA3_ECOLX	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase) (dTDP-glucose synthase)	Escherichia coli	293
Q46769	RMLD_ECOLX	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133) (dTDP-4-keto-L-rhamnose reductase) (dTDP-6-deoxy-L-lyxo-4-hexulose reductase) (dTDP-6-deoxy-L-mannose dehydrogenase) (dTDP-L-rhamnose synthase)	Escherichia coli	301
Q46971	MCNN_ECOLX	Microcin N (Colicin 24) (Microcin-24) (Mcc24)	Escherichia coli	89
Q47593	WBDA2_ECOLX	Serotype-specific mannosyltransferase WbdA (EC 2.4.1.371) (Bifunctional alpha-(1->2), alpha-(1->3)-mannosyltransferase) (O-antigen chain mannosyltransferase A) (Polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol 2,3-alpha-mannosylpolymerase) [Includes: alpha-(1->2)-mannosyltransferase; alpha-(1->3)-mannosyltransferase]	Escherichia coli	815
Q79EC5	PARE_ECOLX	Toxin ParE (Gyrase inhibitor ParE)	Escherichia coli	103
Q9KIP8	KBAY_ECOLX	D-tagatose-1,6-bisphosphate aldolase subunit KbaY (TBPA) (TagBP aldolase) (EC 4.1.2.40) (D-tagatose-bisphosphate aldolase class II) (Ketose 1,6-bisphosphate aldolase class II) (Tagatose-bisphosphate aldolase)	Escherichia coli	286
Q9LA60	EIBA_ECOLX	Immunoglobulin-binding protein EibA (Trimeric autotransporter adhesin EibA) (TAA EibA) (Type 5 secretion system autotransporter EibA)	Escherichia coli	392
P0DX80	CAP18_ECOLX	3'-5' DNA exonuclease Cap18 (EC 3.1.-.-) (Exodeoxyribonuclease Cap18)	Escherichia coli	187
P10089	HLYBC_ECOLX	Alpha-hemolysin translocation ATP-binding protein HlyB	Escherichia coli	707
P25239	T257_ECOLX	Type II restriction enzyme and methyltransferase RM.Eco57I (EC 3.1.21.4) (Endonuclease Eco57I) (Type IIS restriction enzyme Eco57I) [Includes: Adenine-specific methyltransferase activity Eco57IA (M.Eco57IA) (EC 2.1.1.72)]	Escherichia coli	998
P32890	ELBP_ECOLX	Heat-labile enterotoxin B chain (LT-B, porcine) (LTP-B)	Escherichia coli	124
Q3YL96	CDIA_ECOLX	Toxin CdiA (CdiA-EC93)	Escherichia coli	3132
Q46669	CDTB_ECOLX	Cytolethal distending toxin subunit B (CDT B) (Deoxyribonuclease CdtB) (EC 3.1.-.-)	Escherichia coli	269
Q47317	IUCB_ECOLX	N(6)-hydroxylysine O-acetyltransferase (EC 2.3.1.102) (N(6)-hydroxylysine acetylase)	Escherichia coli	315
Q57501	HPAC_ECOLX	4-hydroxyphenylacetate 3-monooxygenase reductase component (EC 1.5.1.36) (4-HPA 3-monooxygenase small component) (Flavin:NADH reductase)	Escherichia coli	170
Q6XGD4	CAPE_ECOLX	cUMP-AMP-activated phospholipase (EC 3.1.1.32) (3',3'-cUAMP receptor CapE) (Patatin-like phospholipase)	Escherichia coli	320
Q9LA53	EIBE_ECOLX	Immunoglobulin-binding protein EibE (Trimeric autotransporter adhesin EibE) (TAA EibE) (Type 5 secretion system autotransporter EibE)	Escherichia coli	487
Q9R9D6	WAAP_ECOLX	Lipopolysaccharide core heptose(I) kinase WaaP (EC 2.7.1.235)	Escherichia coli	265
Q9ZIT6	WAAJ_ECOLX	Lipopolysaccharide 1,2-glucosyltransferase (EC 2.4.1.58) (UDP-glucose:(galactosyl) LPS alpha 1,2-glucosyltransferase)	Escherichia coli	339
B8QSK0	GNACT_ECOLX	O-antigen biosynthesis glycosyltransferase WclY (EC 2.4.1.-) (Alpha-1,4-N-acetylglucosamine transferase) (Glycosyltransferase) (N-acetylglucosamine transferase) (GlcNAc-T)	Escherichia coli	353
O50335	TRWG_ECOLX	Type IV secretion system protein TrwG	Escherichia coli	231
P08715	HLYAP_ECOLX	Hemolysin, plasmid	Escherichia coli	1024
P0AC11	DHP2_ECOLX	Dihydropteroate synthase type-2 (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase type II) (Dihydropteroate synthase type II) (DHPS)	Escherichia coli	271
P0DV86	RT73_ECOLX	Retron Ec73 reverse transcriptase (RT) (RT-Ec73) (EC 2.7.7.49)	Escherichia coli	316
P15319	PAPD_ECOLX	Chaperone protein PapD	Escherichia coli	239
P16552	RAFB_ECOLX	Raffinose permease (Raf permease)	Escherichia coli	425
P21325	RT67_ECOLX	Retron Ec67 protein (ORF4-Ec67 RT) [Includes: RNA-directed DNA polymerase (EC 2.7.7.49) (Reverse transcriptase) (RT); Ribonuclease H (RNase H) (EC 3.1.26.4)]	Escherichia coli	586
P22995	PARD_ECOLX	Antitoxin ParD	Escherichia coli	83
Q47112	CEA7_ECOLX	Colicin-E7 (EC 3.1.-.-)	Escherichia coli	576
Q47341	F17GG_ECOLX	F17g-G fimbrial adhesin (G fimbriae adhesin) (G lectin)	Escherichia coli	343
Q9S169	BLA24_ECOLX	Beta-lactamase SHV-24 (EC 3.5.2.6)	Escherichia coli	286
B5L3F2	WFGD_ECOLX	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD (EC 2.4.1.305)	Escherichia coli	253
B5T072	WCLR_ECOLX	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase (EC 2.4.1.343) (Alpha-1,3-galactosyltransferase WclR) (GalT) (O-antigen biosynthesis galactosyltransferase WclR)	Escherichia coli	387
E1ANH6	BLC97_ECOLX	Beta-lactamase CTX-M-97 (EC 3.5.2.6)	Escherichia coli	291
O33952	UDG8_ECOLX	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)	Escherichia coli	388
O50331	TRWJ_ECOLX	Type IV secretion system protein TrwJ	Escherichia coli	226
P00384	DYR22_ECOLX	Dihydrofolate reductase type 2 (EC 1.5.1.3) (Dihydrofolate reductase type II)	Escherichia coli	78
P00557	KHYB_ECOLX	Hygromycin-B 4-O-kinase (EC 2.7.1.163) (APH(4)) (Hygromycin B phosphotransferase) (Hygromycin-B kinase)	Escherichia coli	341
P02984	IMM3_ECOLX	Colicin E3 immunity protein (Colicin E3 chain B) (ImmE3) (Im3) (Microcin-E3 immunity protein)	Escherichia coli	85
P04479	CEIB_ECOLX	Colicin-Ib	Escherichia coli	626
P06716	CEIA_ECOLX	Colicin-Ia	Escherichia coli	626
P08407	PAPE_ECOLX	Fimbrial protein PapE	Escherichia coli	173
P09984	HLYC1_ECOLX	Protein-lysine myristoyltransferase HlyC (EC 2.3.1.-) (Hemolysin C) (Hemolysin-activating lysine-acyltransferase HlyC) (Toxin-activating protein C, J96)	Escherichia coli	170
P0A276	MUCA_ECOLX	Protein MucA (EC 3.4.21.-) [Cleaved into: Protein MucA']	Escherichia coli	146
P0AE04	AADB_ECOLX	2''-aminoglycoside nucleotidyltransferase (EC 2.7.7.46) (AAD(2'')) (Gentamicin 2''-nucleotidyltransferase) (Gentamicin resistance protein)	Escherichia coli	177
P0DV36	OSPC3_ECOLX	Arginine ADP-riboxanase OspC3 (EC 4.3.99.-)	Escherichia coli	484
P0DV58	OLD8_ECOLX	Retron Eco8 OLD nuclease (EC 3.1.-.-)	Escherichia coli	750
P13657	MBEC_ECOLX	Mobilization protein MbeC (Conjugative accessory protein MbeC)	Escherichia coli	115
P14542	IUTA_ECOLX	Ferric aerobactin receptor (Cloacin receptor)	Escherichia coli	732
P14633	T2E2_ECOLX	Type II restriction enzyme EcoRII (R.EcoRII) (EC 3.1.21.4) (Endonuclease EcoRII) (Type-2 restriction enzyme EcoRII)	Escherichia coli	404
P18022	SSBP_ECOLX	Plasmid-derived single-stranded DNA-binding protein (SSB) (Helix-destabilizing protein)	Escherichia coli	175
P21867	RAFR_ECOLX	HTH-type transcriptional regulator RafR (Raffinose operon repressor) (raf repressor)	Escherichia coli	336
P25240	MT57_ECOLX	Type II methyltransferase M.Eco57I (M.Eco57I) (EC 2.1.1.72) (Adenine-specific methyltransferase Eco57IB) (Modification methylase Eco57IB) (Eco57IB)	Escherichia coli	544
P35272	WZZB3_ECOLX	Chain length determinant protein (Polysaccharide antigen chain regulator)	Escherichia coli	325
P37741	MANC7_ECOLX	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) (GDP-mannose pyrophosphorylase) (GMP) (GMPP)	Escherichia coli	464
P43529	E2BB_ECOLX	Heat-labile enterotoxin IIB, B chain (LT-IIB)	Escherichia coli	122
Q00185	TRAG4_ECOLX	Conjugal transfer protein TraG	Escherichia coli	635
Q46668	CDTA_ECOLX	Cytolethal distending toxin subunit A (CDT A)	Escherichia coli	258
Q47033	F17CG_ECOLX	F17c-G fimbrial adhesin (Adhesin 20K)	Escherichia coli	343
Q47258	HLYB3_ECOLX	Alpha-hemolysin translocation ATP-binding protein HlyB	Escherichia coli	707
Q47282	T1ME_ECOLX	Type I restriction enzyme EcoEI methylase subunit (M protein) (EC 2.1.1.72) (Type I methyltransferase M.EcoEI) (M.EcoEI)	Escherichia coli	490
Q47450	PAPG2_ECOLX	Fimbrial adhesin PapGII	Escherichia coli	336
Q47457	PCOS_ECOLX	Probable sensor protein PcoS (EC 2.7.13.3)	Escherichia coli	466
Q8VNN2	BGAL_ECOLX	Beta-galactosidase (Beta-gal) (EC 3.2.1.23) (Lactase)	Escherichia coli	1029
Q9KIP9	AGAS_ECOLX	D-galactosamine-6-phosphate deaminase AgaS (EC 3.5.99.-) (Gam-6-P deaminase/isomerase)	Escherichia coli	384
A0A4C3GMC1	GSPJ_ECOLX	Type II secretion system protein J (T2SS protein J) (Cholera toxin secretion protein EpsJ) (General secretion pathway protein J)	Escherichia coli	199
P02981	TCR3_ECOLX	Tetracycline resistance protein, class C (TetA(C))	Escherichia coli	396
P03067	PIR_ECOLX	PI protein (Replication initiation protein)	Escherichia coli	305
P05101	MTE2_ECOLX	Type II methyltransferase M.EcoRII (M.EcoRII) (EC 2.1.1.37) (Cytosine-specific methyltransferase EcoRII) (Modification methylase EcoRII)	Escherichia coli	477
P05834	MCBA_ECOLX	Bacteriocin microcin B17 (MccB17)	Escherichia coli	69
P05846	TNSC_ECOLX	Transposon Tn7 transposition protein TnsC (Protein E)	Escherichia coli	555
P07110	PAPC_ECOLX	Outer membrane usher protein PapC	Escherichia coli	836
P0A9Z7	BLA2_ECOLX	Beta-lactamase SHV-2 (EC 3.5.2.6) (SHV-2A)	Escherichia coli	286
P0ABQ7	DYR8_ECOLX	Dihydrofolate reductase type 8 (EC 1.5.1.3) (DHFR type IIIC) (Dihydrofolate reductase type VIII)	Escherichia coli	169
P0ABW7	CSOA_ECOLX	CS1 fimbrial subunit A (CS1 pilin)	Escherichia coli	171
P0DMC8	RCSB_ECOLX	Transcriptional regulatory protein RcsB	Escherichia coli	216
P0DV25	PCTM1_ECOLX	Pycsar effector protein EcPycTM (EcPycTM)	Escherichia coli	185
P0DV59	RT8_ECOLX	Retron Eco8 reverse transcriptase (RT) (EC 2.7.7.49)	Escherichia coli	374
P10485	T1S1_ECOLX	Type I restriction enzyme EcoR124I/EcoR124II specificity subunit (S protein) (Type I restriction enzyme EcoR124/EcoR124/3 specificity subunit) (Type I specificity subunit S.EcoR124II) (S.EcoR124II) (Type-1 restriction enzyme EcoR124I/EcoR124II specificity subunit)	Escherichia coli	404
P13479	IMM9_ECOLX	Colicin-E9 immunity protein (ImmE9) (Microcin-E9 immunity protein)	Escherichia coli	86
P14190	FAEG2_ECOLX	K88 fimbrial protein AC (K88 antigen) (K88 pilin)	Escherichia coli	283
P14509	KKA8_ECOLX	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) (APH(3')VIII) (Kanamycin kinase, type VIII) (Neomycin-kanamycin phosphotransferase type VIII)	Escherichia coli	271
P15484	CS32_ECOLX	Outer membrane usher protein CS3-2 (CS3 pili synthesis 104 kDa protein)	Escherichia coli	937
P17999	CEA6_ECOLX	Colicin-E6 (EC 3.1.-.-) (Ribonuclease)	Escherichia coli	551
P18103	FANC_ECOLX	K99 fimbrial protein	Escherichia coli	181
P22708	TRAD2_ECOLX	Coupling protein TraD (DNA transport protein TraD)	Escherichia coli	738
P27422	DYR7_ECOLX	Dihydrofolate reductase type 7 (EC 1.5.1.3) (Dihydrofolate reductase type VII)	Escherichia coli	157
P28043	SSB2_ECOLX	Plasmid-derived single-stranded DNA-binding protein (SSB) (Helix-destabilizing protein)	Escherichia coli	179
