Entry	Entry Name	Protein names	Organism	Length
A0A8C4LUL8	A0A8C4LUL8_EQUAS	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Equus asinus (Donkey) (Equus africanus asinus)	1856
A0A8C9CC72	A0A8C9CC72_PHOSS	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Phocoena sinus (Vaquita)	1865
A0A8D2AN50	A0A8D2AN50_SCIVU	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Sciurus vulgaris (Eurasian red squirrel)	1832
F6PQM4	F6PQM4_MACMU	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Macaca mulatta (Rhesus macaque)	1884
G1KZZ5	G1KZZ5_AILME	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Ailuropoda melanoleuca (Giant panda)	1867
A0A2K6QXL8	A0A2K6QXL8_RHIRO	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana)	1836
A0A3Q2HME7	A0A3Q2HME7_HORSE	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Equus caballus (Horse)	1858
A0A671F2G6	A0A671F2G6_RHIFE	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Rhinolophus ferrumequinum (Greater horseshoe bat)	1827
A0A8C2T0W8	A0A8C2T0W8_COTJA	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Coturnix japonica (Japanese quail) (Coturnix coturnix japonica)	1746
A0A8C3XAV2	A0A8C3XAV2_9CETA	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Catagonus wagneri (Chacoan peccary)	1857
A0A8C4VT15	A0A8C4VT15_9SAUR	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Gopherus evgoodei (Goodes thornscrub tortoise)	1759
A0A8C5YGP6	A0A8C5YGP6_MICMU	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	1770
A0A8C6E8U8	A0A8C6E8U8_MOSMO	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Moschus moschiferus (Siberian musk deer) (Moschus sibiricus)	1849
A0A8C6FDE9	A0A8C6FDE9_MONMO	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Monodon monoceros (Narwhal) (Ceratodon monodon)	1738
A0A8C8XAM3	A0A8C8XAM3_PANLE	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Panthera leo (Lion)	1866
A0A8V1A3R7	A0A8V1A3R7_CHICK	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	Gallus gallus (Chicken)	1725
G1KNQ4	G1KNQ4_ANOCA	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Anolis carolinensis (Green anole) (American chameleon)	1697
H0YXC9	H0YXC9_TAEGU	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Taeniopygia guttata (Zebra finch) (Poephila guttata)	1803
A0A2I3HFG1	A0A2I3HFG1_NOMLE	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	1884
A0A2I3LUU0	A0A2I3LUU0_PAPAN	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Papio anubis (Olive baboon)	1867
A0A2K5P309	A0A2K5P309_CERAT	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	1871
A0A2K6CBU0	A0A2K6CBU0_MACNE	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Macaca nemestrina (Pig-tailed macaque)	1894
A0A493TLC3	A0A493TLC3_ANAPP	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Anas platyrhynchos platyrhynchos (Northern mallard)	1846
A0A4W2H653	A0A4W2H653_BOBOX	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Bos indicus x Bos taurus (Hybrid cattle)	1942
A0A674JGI1	A0A674JGI1_9SAUR	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Terrapene triunguis (Three-toed box turtle)	1733
A0A8C0I1E6	A0A8C0I1E6_BALMU	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Balaenoptera musculus (Blue whale)	1858
A0A8C5P3H3	A0A8C5P3H3_JACJA	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Jaculus jaculus (Lesser Egyptian jerboa)	1761
A0A8C9MU06	A0A8C9MU06_SERCA	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Serinus canaria (Island canary) (Fringilla canaria)	1797
G1P1R4	G1P1R4_MYOLU	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Myotis lucifugus (Little brown bat)	1852
G1SKM1	G1SKM1_RABIT	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Oryctolagus cuniculus (Rabbit)	1852
G3TDF5	G3TDF5_LOXAF	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Loxodonta africana (African elephant)	1854
U3JDH4	U3JDH4_FICAL	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Ficedula albicollis (Collared flycatcher) (Muscicapa albicollis)	1805
A0A2R8Y7V5	A0A2R8Y7V5_HUMAN	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Homo sapiens (Human)	1885
A0A386IN41	A0A386IN41_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1835
A0A386IN60	A0A386IN60_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1755
A0A386INQ5	A0A386INQ5_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1825
A0A386IPB0	A0A386IPB0_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1327
A0A386IPW4	A0A386IPW4_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1253
A0A386IQ66	A0A386IQ66_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1763
A0A4P8DLA0	A0A4P8DLA0_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	997
A0A649U8H0	A0A649U8H0_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1328
A0A7G8KP80	A0A7G8KP80_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1353
A0A9Y1QPY6	A0A9Y1QPY6_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1803
A0A9Y1QQF1	A0A9Y1QQF1_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	718
A0AA49K9A1	A0AA49K9A1_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1264
E7EQW4	E7EQW4_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1861
E7EUM2	E7EUM2_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	759
H0Y8B8	H0Y8B8_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	717
Q5XLT4	Q5XLT4_HUMAN	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Homo sapiens (Human)	1841
A0A386IN52	A0A386IN52_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1791
A0A386INJ5	A0A386INJ5_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1546
A0A9Y1QQF4	A0A9Y1QQF4_HUMAN	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Homo sapiens (Human)	634
A0A9Y1QQK5	A0A9Y1QQK5_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	740
A0A9Y1VVF5	A0A9Y1VVF5_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	736
A0AA49K9C3	A0AA49K9C3_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1157
A0AA49K9I7	A0AA49K9I7_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1153
E7ENB7	E7ENB7_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1837
G8I0D8	G8I0D8_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1863
H0Y8D8	H0Y8D8_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1821
Q3LRH8	Q3LRH8_HUMAN	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Homo sapiens (Human)	1822
A0A386IN53	A0A386IN53_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	967
A0A386INP8	A0A386INP8_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1217
A0A386IPY7	A0A386IPY7_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1239
A0A6G8IU30	A0A6G8IU30_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1297
A0A9E8Z2K8	A0A9E8Z2K8_HUMAN	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Homo sapiens (Human)	1773
A0A9Y1QQJ6	A0A9Y1QQJ6_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1821
A0A9Y1VR53	A0A9Y1VR53_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1774
A0A9Y1VUM8	A0A9Y1VUM8_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1795
A0AA49K9A2	A0AA49K9A2_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1676
A0AA49K9S0	A0AA49K9S0_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1107
H0Y850	H0Y850_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1862
A0A386IPK6	A0A386IPK6_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1863
A0A9Y1QPR4	A0A9Y1QPR4_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	720
A0A9Y1QQ02	A0A9Y1QQ02_HUMAN	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Homo sapiens (Human)	679
A0A9Y1QQ22	A0A9Y1QQ22_HUMAN	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Homo sapiens (Human)	654
A0A9Y1QQK3	A0A9Y1QQK3_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1816
A0A9Y1QQL7	A0A9Y1QQL7_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	783
A0A9Y1VVD0	A0A9Y1VVD0_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	734
A0A9Y1VVE2	A0A9Y1VVE2_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	760
C9IZW4	C9IZW4_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1567
A0A0U1RRA9	A0A0U1RRA9_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1822
A0A386INP3	A0A386INP3_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1863
A0A386IPL0	A0A386IPL0_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1364
A0A386IPW2	A0A386IPW2_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1718
A0A386IQ64	A0A386IQ64_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	907
A0A6G8IU58	A0A6G8IU58_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1333
A0A9Y1QPT7	A0A9Y1QPT7_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	713
A0A9Y1QQ47	A0A9Y1QQ47_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	712
A0A9Y1QQD3	A0A9Y1QQD3_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1835
A0A9Y1QQK7	A0A9Y1QQK7_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	1815
B4DES0	B4DES0_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27)	Homo sapiens (Human)	712
Q90X96	Q90X96_XENLA	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Xenopus laevis (African clawed frog)	1579
A0A2J8REL0	A0A2J8REL0_PONAB	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1884
Q9Z1D2	Q9Z1D2_MOUSE	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Mus musculus (Mouse)	1812
A0A075VSB0	A0A075VSB0_PLECU	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Plecturocebus cupreus (Coppery titi monkey) (Callicebus cupreus)	1860
A0A2I3GFS6	A0A2I3GFS6_NOMLE	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	760
A0A2I3HB10	A0A2I3HB10_NOMLE	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	721
A0A2K5QMS1	A0A2K5QMS1_CEBIM	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	703
A0A2K6CBL3	A0A2K6CBL3_MACNE	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Macaca nemestrina (Pig-tailed macaque)	1863
A0A2U4BP61	A0A2U4BP61_TURTR	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	1861
A0A2U4BP70	A0A2U4BP70_TURTR	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	765
A0A2Y9LXF9	A0A2Y9LXF9_DELLE	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Delphinapterus leucas (Beluga whale)	766
A0A2Y9M2J5	A0A2Y9M2J5_DELLE	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Delphinapterus leucas (Beluga whale)	765
A0A341B5Q8	A0A341B5Q8_NEOAA	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	1870
A0A341B7G8	A0A341B7G8_NEOAA	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	1866
A0A341B7L7	A0A341B7L7_NEOAA	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	765
A0A341B906	A0A341B906_NEOAA	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	769
A0A341B928	A0A341B928_NEOAA	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	1865
A0A6J1YI62	A0A6J1YI62_ACIJB	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Acinonyx jubatus (Cheetah)	1874
A0A6J1YI68	A0A6J1YI68_ACIJB	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Acinonyx jubatus (Cheetah)	766
A0A6J1YJN8	A0A6J1YJN8_ACIJB	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Acinonyx jubatus (Cheetah)	1873
A0A6J2FKC8	A0A6J2FKC8_ZALCA	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Zalophus californianus (California sealion)	732
A0A6J3HZD4	A0A6J3HZD4_SAPAP	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Sapajus apella (Brown-capped capuchin) (Cebus apella)	1871
A0A6J3HZH5	A0A6J3HZH5_SAPAP	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Sapajus apella (Brown-capped capuchin) (Cebus apella)	1872
A0A6J3I0G4	A0A6J3I0G4_SAPAP	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Sapajus apella (Brown-capped capuchin) (Cebus apella)	1858
A0A6P6BX29	A0A6P6BX29_PTEVA	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Pteropus vampyrus (Large flying fox)	1836
A0AAX6R614	A0AAX6R614_HETGA	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Heterocephalus glaber (Naked mole rat)	1801
A0AAX6RGI3	A0AAX6RGI3_HETGA	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Heterocephalus glaber (Naked mole rat)	1800
A0A075VNR5	A0A075VNR5_TRAFR	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Trachypithecus francoisi (Francois' leaf monkey) (Presbytis francoisi)	1758
A0A075VQZ2	A0A075VQZ2_PANPA	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Pan paniscus (Pygmy chimpanzee) (Bonobo)	1860
A0A075VSA3	A0A075VSA3_PONPY	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Pongo pygmaeus (Bornean orangutan)	1863
A0A075VSV1	A0A075VSV1_MACFA	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	1863
A0A096P5X3	A0A096P5X3_PAPAN	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Papio anubis (Olive baboon)	1846
A0A1S3GFB4	A0A1S3GFB4_DIPOR	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Dipodomys ordii (Ord's kangaroo rat)	1753
A0A2K5P2W5	A0A2K5P2W5_CERAT	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	1862
