Entry	Entry Name	Protein names	Organism	Length
F4HYF3	DCYD1_ARATH	Bifunctional D-cysteine desulfhydrase/1-aminocyclopropane-1-carboxylate deaminase, mitochondrial (EC 3.5.99.7) (EC 4.4.1.15) (1-aminocyclopropane-1-carboxylic acid deaminase 1) (AtACD1) (AtD-CDes1) (D-CDes1) (D-CDES)	Arabidopsis thaliana (Mouse-ear cress)	401
F4HZD1	JMJ24_ARATH	E3 ubiquitin-protein ligase JMJ24 (EC 2.3.2.27) (Inactive histone demethylase JMJ24) (Jumonji domain-containing protein 24) (AtJMJ24) (Protein JUMONJI 24)	Arabidopsis thaliana (Mouse-ear cress)	944
F4I2H7	TPX2_ARATH	Protein TPX2 (AtTPX2) (Targeting protein for XKLP2)	Arabidopsis thaliana (Mouse-ear cress)	790
F4I3P9	MURE_ARATH	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase MurE homolog, chloroplastic (AtMurE) (Protein ALBINO OR PALE-GREEN 13) (Protein PIGMENT DEFECTIVE EMBRYO 316)	Arabidopsis thaliana (Mouse-ear cress)	772
F4I443	BARD1_ARATH	BRCA1-associated RING domain protein 1 (AtBARD1) (Protein REPRESSOR OF WUSCHEL 1)	Arabidopsis thaliana (Mouse-ear cress)	714
F4I562	AP3M_ARATH	AP-3 complex subunit mu (Adaptor protein complex AP-3 subunit mu) (Adaptor protein-3 mu-adaptin) (Adaptor-related protein complex 3 subunit mu) (At-muD-Ad) (Mu3-adaptin) (Protein ZIG SUPPRESSOR 4)	Arabidopsis thaliana (Mouse-ear cress)	415
F4I6G4	JMJ18_ARATH	Lysine-specific demethylase JMJ18 (EC 1.14.11.-) (Jumonji domain-containing protein 18) (AtJMJ18) (Protein JUMONJI 18) (Lysine-specific histone demethylase JMJ18) ([histone H3]-trimethyl-L-lysine(4) monodemethylase JMJ18)	Arabidopsis thaliana (Mouse-ear cress)	819
F4I735	PDS5B_ARATH	Sister chromatid cohesion protein PDS5 homolog B (Precocious dissociation of sisters protein 5-B) (AtPDS5B)	Arabidopsis thaliana (Mouse-ear cress)	1410
F4I7C7	WAPL1_ARATH	Wings apart-like protein 1 (AtWAPL1)	Arabidopsis thaliana (Mouse-ear cress)	930
F4I9J7	Y14_ARATH	RNA-binding protein Y14 (AtY14) (RNA-binding protein 8A)	Arabidopsis thaliana (Mouse-ear cress)	202
F4ICB6	IBS1_ARATH	Protein IMPAIRED IN BABA-INDUCED STERILITY 1 (EC 2.7.11.-)	Arabidopsis thaliana (Mouse-ear cress)	709
F4ICK8	IWS1_ARATH	Protein IWS1 homolog 1 (AtIWS1) (Interacts with SPT6 protein 1) (Protein HIGH NITROGEN INSENSITIVE 9) (Protein SUPPRESSOR OF BES-1-D 1)	Arabidopsis thaliana (Mouse-ear cress)	502
F4IDB2	PHL_ARATH	Protein PHYTOCHROME-DEPENDENT LATE-FLOWERING	Arabidopsis thaliana (Mouse-ear cress)	1325
F4IFN6	DPOE2_ARATH	DNA polymerase epsilon catalytic subunit B (EC 2.7.7.7) (DNA polymerase 2 b) (AtPOL2b) (DNA polymerase II subunit b) (Protein TILTED 2)	Arabidopsis thaliana (Mouse-ear cress)	2138
F4IHS9	UXT1_ARATH	UDP-xylose transporter 1	Arabidopsis thaliana (Mouse-ear cress)	342
F4IHY7	PTA12_ARATH	Protein PLASTID TRANSCRIPTIONALLY ACTIVE 12, chloroplastic (pTAC12) (Plastid-encoded RNA polymerase-associated protein 5) (PEP-associated protein 5) (Protein HEMERA)	Arabidopsis thaliana (Mouse-ear cress)	527
F4IIM1	CSI1_ARATH	Protein CELLULOSE SYNTHASE INTERACTIVE 1 (Protein POM-POM 2)	Arabidopsis thaliana (Mouse-ear cress)	2150
F4IME2	MSL8_ARATH	Mechanosensitive ion channel protein 8 (Mechanosensitive channel of small conductance-like 8) (MscS-Like protein 8)	Arabidopsis thaliana (Mouse-ear cress)	908
F4IN23	BZP34_ARATH	Basic leucine zipper 34 (AtbZIP34) (bZIP protein 34)	Arabidopsis thaliana (Mouse-ear cress)	321
F4IN69	MD33B_ARATH	Mediator of RNA polymerase II transcription subunit 33B (Protein REDUCED EPIDERMAL FLUORESCENCE 4) (AtREF4)	Arabidopsis thaliana (Mouse-ear cress)	1275
F4INA9	RECG_ARATH	ATP-dependent DNA helicase homolog RECG1, chloroplastic/mitochondrial (EC 5.6.2.4) (DNA 3'-5' helicase RECG1)	Arabidopsis thaliana (Mouse-ear cress)	973
F4IP69	MIP3_ARATH	Sec1 family domain-containing protein MIP3 (MAG2-interacting protein 3)	Arabidopsis thaliana (Mouse-ear cress)	838
F4IPE3	IDD15_ARATH	Zinc finger protein SHOOT GRAVITROPISM 5 (Protein indeterminate-domain 15) (AtIDD15)	Arabidopsis thaliana (Mouse-ear cress)	445
F4IQV7	SCY2_ARATH	Preprotein translocase subunit SCY2, chloroplastic (Protein EMBRYO DEFECTIVE 2289)	Arabidopsis thaliana (Mouse-ear cress)	575
F4IRB4	MYB88_ARATH	Transcription factor MYB88 (Myb-related protein 88) (AtMYB88)	Arabidopsis thaliana (Mouse-ear cress)	484
F4IVI0	BUB1_ARATH	Mitotic checkpoint serine/threonine-protein kinase BUB1 (AtBUB1) (EC 2.7.11.1) (Protein BUDDING UNINHIBITED BY BENZYMIDAZOL 1)	Arabidopsis thaliana (Mouse-ear cress)	525
F4IXE7	IDM1_ARATH	Increased DNA methylation 1 (Histone H3 acetyltransferase IDM1) (EC 2.3.1.-) (Protein ROS4) (Repressor of silencing 4)	Arabidopsis thaliana (Mouse-ear cress)	1189
F4IY62	UGPA3_ARATH	UTP--glucose-1-phosphate uridylyltransferase 3, chloroplastic (EC 2.7.7.9) (UDP-glucose pyrophosphorylase 3)	Arabidopsis thaliana (Mouse-ear cress)	883
F4J2U9	CFM3A_ARATH	CRM-domain containing factor CFM3A, chloroplastic/mitochondrial (Protein CRM FAMILY MEMBER 3A) (AtCFM3a)	Arabidopsis thaliana (Mouse-ear cress)	881
F4J339	RPP1_ARATH	Probable disease resistance protein RPP1 (Probable NAD(+) hydrolase RPP1) (EC 3.2.2.6) (Protein RECOGNITION OF PERONOSPORA PARASITICA 1)	Arabidopsis thaliana (Mouse-ear cress)	1194
F4J8G7	VIR_ARATH	Protein virilizer homolog (Protein EMBRYO DEFECTIVE 2016)	Arabidopsis thaliana (Mouse-ear cress)	2138
F4JAA5	SKI2_ARATH	DExH-box ATP-dependent RNA helicase DExH11 (EC 3.6.4.13) (AtHELPS) (Protein SKI2 homolog) (AtSKI2)	Arabidopsis thaliana (Mouse-ear cress)	1347
F4JCC1	PR40B_ARATH	Pre-mRNA-processing protein 40B (AtPRP40b)	Arabidopsis thaliana (Mouse-ear cress)	992
F4JFN3	HS906_ARATH	Heat shock protein 90-6, mitochondrial (AtHSP90.6) (AtHsp90-6) (Heat shock protein 89-1) (Hsp89-1)	Arabidopsis thaliana (Mouse-ear cress)	799
F4JHH5	SC15B_ARATH	Exocyst complex component SEC15B (AtSec15b)	Arabidopsis thaliana (Mouse-ear cress)	787
F4JKK0	SUD1_ARATH	Probable E3 ubiquitin ligase SUD1 (EC 2.3.2.27) (Protein ECERIFERUM 9) (Protein SUPPRESSOR OF DRY2 DEFFECTS 1) (AtSUD1) (RING-type E3 ubiquitin transferase SUD1) (RING/U-box domain-containing protein)	Arabidopsis thaliana (Mouse-ear cress)	1108
F4JNY0	APE2_ARATH	DNA-(apurinic or apyrimidinic site) endonuclease 2 (EC 3.1.-.-) (Apurinic-apyrimidinic endonuclease 2)	Arabidopsis thaliana (Mouse-ear cress)	610
F4JP36	HAP2_ARATH	Protein HAPLESS 2 (GENERATIVE CELL SPECIFIC 1)	Arabidopsis thaliana (Mouse-ear cress)	705
F4JP52	PQT3_ARATH	E3 ubiquitin ligase PARAQUAT TOLERANCE 3 (EC 2.3.2.27)	Arabidopsis thaliana (Mouse-ear cress)	826
F4JSH1	APY7_ARATH	Probable apyrase 7 (AtAPY7) (EC 3.6.1.5) (ATP-diphosphatase) (ATP-diphosphohydrolase) (Adenosine diphosphatase) (ADPase) (NTPDase) (Nucleoside triphosphate diphosphohydrolase 7)	Arabidopsis thaliana (Mouse-ear cress)	740
F4JTS8	NOV_ARATH	Protein NO VEIN (Protein EMBRYO DEFECTIVE 2597)	Arabidopsis thaliana (Mouse-ear cress)	2729
F4JVN6	TPPII_ARATH	Tripeptidyl-peptidase 2 (EC 3.4.14.10) (Tripeptidyl-peptidase II) (TPPII)	Arabidopsis thaliana (Mouse-ear cress)	1380
F4JXF1	GAF1_ARATH	Protein GAMETOPHYTE DEFECTIVE 1 (Probable ribonuclease P protein subunit p30) (AtRPP30) (RNaseP protein p30) (EC 3.1.26.-)	Arabidopsis thaliana (Mouse-ear cress)	581
F4JY24	CHR17_ARATH	ISWI chromatin-remodeling complex ATPase CHR17 (EC 3.6.4.-) (Protein CHROMATIN REMODELING 17)	Arabidopsis thaliana (Mouse-ear cress)	1069
F4JYE9	DHFS_ARATH	Dihydrofolate synthetase (AtDFA) (EC 6.3.2.12) (Protein GLOBULAR ARREST 1)	Arabidopsis thaliana (Mouse-ear cress)	530
F4JZG9	TERC_ARATH	Thylakoid membrane protein TERC, chloroplastic (Protein PIGMENT DEFECTIVE 149) (Protein TELLURITE RESISTANCE C) (AtTerC)	Arabidopsis thaliana (Mouse-ear cress)	384
F4K2E9	PRP16_ARATH	Pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH7 (EC 3.6.4.13) (DEAH RNA helicase homolog PRP16) (Protein CLUMSY VEIN) (Protein EMBRYO DEFECTIVE 3011) (Protein PSR1-INTERACTING PROTEIN 1)	Arabidopsis thaliana (Mouse-ear cress)	1255
F4K687	NMNAT_ARATH	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase (NMN/NaMN adenylyltransferase) (EC 2.7.7.1) (EC 2.7.7.18) (Nicotinamide mononucleotide adenylyltransferase) (NMN adenylyltransferase) (Nicotinate-nucleotide adenylyltransferase) (NaMN adenylyltransferase)	Arabidopsis thaliana (Mouse-ear cress)	238
F4KB17	KTN83_ARATH	Katanin p80 WD40 repeat-containing subunit B1 homolog KTN80.3	Arabidopsis thaliana (Mouse-ear cress)	839
F4KBF5	KITHB_ARATH	Thymidine kinase b (AtTK1b) (EC 2.7.1.21)	Arabidopsis thaliana (Mouse-ear cress)	282
F4KCE9	KNL2_ARATH	Kinetochore-associated protein KNL-2 homolog (Protein KINETOCHORE NULL 2)	Arabidopsis thaliana (Mouse-ear cress)	598
F4KDN0	HEN4_ARATH	KH domain-containing protein HEN4 (Protein HUA ENHANCER 4)	Arabidopsis thaliana (Mouse-ear cress)	857
F4KFS7	MEB2_ARATH	Membrane protein of ER body 2	Arabidopsis thaliana (Mouse-ear cress)	550
F4KGQ0	ALFC4_ARATH	Fructose-bisphosphate aldolase 4, cytosolic (AtFBA4) (EC 4.1.2.13) (Cytosolic aldolase 3) (cAld3)	Arabidopsis thaliana (Mouse-ear cress)	393
F4KIX0	JMJ13_ARATH	Lysine-specific demethylase JMJ13 (EC 1.14.11.-) (Jumonji domain-containing protein 13) (AtJMJ13) (Protein JUMONJI 13) (Lysine-specific histone demethylase JMJ13) ([histone H3]-trimethyl-L-lysine(27) monodemethylase JMJ13)	Arabidopsis thaliana (Mouse-ear cress)	787
H3K2Y6	MED12_ARATH	Mediator of RNA polymerase II transcription subunit 12 (Protein CENTER CITY) (Protein CRYPTIC PRECOCIOUS)	Arabidopsis thaliana (Mouse-ear cress)	2235
I3XHK1	FANCM_ARATH	DEAD-box ATP-dependent RNA helicase FANCM (EC 3.6.4.13) (Fanconia anemia complementation group M-like protein)	Arabidopsis thaliana (Mouse-ear cress)	1344
O04147	CPD_ARATH	Cyclic phosphodiesterase (CPDase) (EC 3.1.4.37)	Arabidopsis thaliana (Mouse-ear cress)	181
O04151	CALR1_ARATH	Calreticulin-1	Arabidopsis thaliana (Mouse-ear cress)	425
O04202	EIF3F_ARATH	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (eIF-3-epsilon) (eIF3 p32 subunit)	Arabidopsis thaliana (Mouse-ear cress)	293
O04209	CLC2_ARATH	Clathrin light chain 2	Arabidopsis thaliana (Mouse-ear cress)	258
O04291	ATB14_ARATH	Homeobox-leucine zipper protein ATHB-14 (HD-ZIP protein ATHB-14) (Homeodomain transcription factor ATHB-14) (Protein PHABULOSA)	Arabidopsis thaliana (Mouse-ear cress)	852
O04292	ATBH9_ARATH	Homeobox-leucine zipper protein ATHB-9 (HD-ZIP protein ATHB-9) (Homeodomain transcription factor ATHB-9) (Protein PHAVOLUTA)	Arabidopsis thaliana (Mouse-ear cress)	841
O04316	JAL29_ARATH	Thiohydroximate-O-sulfate sulfur/sulfate-lyase (nitrile-forming) NSP4 (EC 4.8.1.5) (Jacalin-related lectin 29) (Nitrile-specifier protein 4) (AtNSP4)	Arabidopsis thaliana (Mouse-ear cress)	619
O04318	JAL27_ARATH	Thiohydroximate-O-sulfate sulfur/sulfate-lyase (nitrile-forming) NSP3 (EC 4.8.1.5) (Jacalin-related lectin 27) (Nitrile-specifier protein 3) (AtNSP3)	Arabidopsis thaliana (Mouse-ear cress)	467
O04331	PHB3_ARATH	Prohibitin-3, mitochondrial (Atphb3) (Protein ENHANCED ETHYLENE RESPONSE 3)	Arabidopsis thaliana (Mouse-ear cress)	277
O04468	STMP6_ARATH	Secreted transmembrane peptide 6 (Phytocytokine STMP6) (Precursor of secreted transmembrane peptide 6)	Arabidopsis thaliana (Mouse-ear cress)	86
O04905	KCY3_ARATH	UMP-CMP kinase 3 (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK)	Arabidopsis thaliana (Mouse-ear cress)	202
O04983	ACCC_ARATH	Biotin carboxylase, chloroplastic (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	Arabidopsis thaliana (Mouse-ear cress)	537
O22042	M3K3_ARATH	Mitogen-activated protein kinase kinase kinase 3 (EC 2.7.11.25) (Arabidopsis NPK1-related protein kinase 3)	Arabidopsis thaliana (Mouse-ear cress)	651
O22145	OSGP2_ARATH	Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial (EC 2.3.1.234) (Glycoprotease 1) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein GCP1) (tRNA threonylcarbamoyladenosine biosynthesis protein GCP1)	Arabidopsis thaliana (Mouse-ear cress)	480
O22193	PUB4_ARATH	U-box domain-containing protein 4 (EC 2.3.2.27) (Plant U-box protein 4) (RING-type E3 ubiquitin transferase PUB4)	Arabidopsis thaliana (Mouse-ear cress)	826
O22197	RHC1A_ARATH	Probable E3 ubiquitin-protein ligase RHC1A (EC 2.3.2.27) (RING-H2 finger C1a) (RING-H2 zinc finger protein RHC1a) (RING-type E3 ubiquitin transferase RHC1A)	Arabidopsis thaliana (Mouse-ear cress)	328
O22203	C98A3_ARATH	Cytochrome P450 98A3 (EC 1.14.-.-) (Protein REDUCED EPIDERMAL FLUORESCENCE 8) (p-coumaroylshikimate/quinate 3'-hydrolxylase) (C3'H)	Arabidopsis thaliana (Mouse-ear cress)	508
O22315	SR34_ARATH	Serine/arginine-rich-splicing factor SR34 (At-SR34) (At-SRp34) (AtSR34) (Pre-mRNA-splicing factor SF2) (SR1 protein)	Arabidopsis thaliana (Mouse-ear cress)	303
O22763	BZP10_ARATH	Basic leucine zipper 10 (AtbZIP10) (bZIP protein 10) (Basic leucine zipper OPAQUE 2 homolog 1) (Basic leucine zipper O2 homolog 1)	Arabidopsis thaliana (Mouse-ear cress)	411
O22768	UNE12_ARATH	Transcription factor UNE12 (Basic helix-loop-helix protein 59) (AtbHLH59) (bHLH 59) (Protein UNFERTILIZED EMBRYO SAC 12) (Transcription factor EN 93) (bHLH transcription factor bHLH059)	Arabidopsis thaliana (Mouse-ear cress)	310
O22820	U74F1_ARATH	Flavonol 7-O-beta-glucosyltransferase UGT74F1 (EC 2.4.1.237) (UDP-glycosyltransferase 74F1)	Arabidopsis thaliana (Mouse-ear cress)	449
O22850	GPX3_ARATH	Probable glutathione peroxidase 3, mitochondrial (EC 1.11.1.9)	Arabidopsis thaliana (Mouse-ear cress)	206
O22893	GOLS1_ARATH	Galactinol synthase 1 (AtGolS1) (GolS-1) (EC 2.4.1.123)	Arabidopsis thaliana (Mouse-ear cress)	344
O22914	CP121_ARATH	Calvin cycle protein CP12-1, chloroplastic (CP12 domain-containing protein 1) (Chloroplast protein 12-1)	Arabidopsis thaliana (Mouse-ear cress)	124
O22921	WRK25_ARATH	Probable WRKY transcription factor 25 (WRKY DNA-binding protein 25)	Arabidopsis thaliana (Mouse-ear cress)	393
O22943	STL1_ARATH	Probable glycosyltransferase STELLO1 (EC 2.4.-.-)	Arabidopsis thaliana (Mouse-ear cress)	771
O22971	CIPKD_ARATH	CBL-interacting serine/threonine-protein kinase 13 (EC 2.7.11.1) (SNF1-related kinase 3.7) (SOS2-like protein kinase PKS10)	Arabidopsis thaliana (Mouse-ear cress)	502
O23078	PLDB2_ARATH	Phospholipase D beta 2 (AtPLDbeta2) (PLD beta 2) (EC 3.1.4.4) (PLDdelta1)	Arabidopsis thaliana (Mouse-ear cress)	927
O23166	TR164_ARATH	Thioredoxin-like protein HCF164, chloroplastic (Protein HIGH CHLOROPHYLL FLUORESCENCE 164)	Arabidopsis thaliana (Mouse-ear cress)	261
O23255	SAHH1_ARATH	Adenosylhomocysteinase 1 (AdoHcyase 1) (EC 3.13.2.1) (Protein EMBRYO DEFECTIVE 1395) (Protein HOMOLOGY-DEPENDENT GENE SILENCING 1) (S-adenosyl-L-homocysteine hydrolase 1) (SAH hydrolase 1)	Arabidopsis thaliana (Mouse-ear cress)	485
O23273	DNMT4_ARATH	DNA (cytosine-5)-methyltransferase 4 (EC 2.1.1.37) (DNA methyltransferase 4) (DNA methyltransferase IIa) (DMT02) (MET02)	Arabidopsis thaliana (Mouse-ear cress)	1519
O23299	ECI2_ARATH	Enoyl-CoA delta isomerase 2, peroxisomal (EC 5.3.3.8) (Delta(3),Delta(2)-enoyl CoA isomerase 2) (AtECI2) (Indole-3-butyric acid response 10)	Arabidopsis thaliana (Mouse-ear cress)	240
O23393	BIA1_ARATH	BAHD acyltransferase BIA1 (EC 2.3.1.-) (Protein ABNORMAL SHOOT 1) (Protein BRASSINOSTEROID INACTIVATOR 1)	Arabidopsis thaliana (Mouse-ear cress)	435
O23403	PPD1_ARATH	PsbP domain-containing protein 1, chloroplastic (OEC23-like protein 3) (PsbP-related thylakoid lumenal protein 1)	Arabidopsis thaliana (Mouse-ear cress)	287
O23463	CMTA5_ARATH	Calmodulin-binding transcription activator 5 (AtCAMTA5) (Ethylene-induced calmodulin-binding protein f) (EICBP.f) (Signal-responsive protein 6) (AtSR6)	Arabidopsis thaliana (Mouse-ear cress)	923
O23474	PER40_ARATH	Peroxidase 40 (Atperox P40) (EC 1.11.1.7)	Arabidopsis thaliana (Mouse-ear cress)	348
O23507	1MMP_ARATH	Metalloendoproteinase 1-MMP (At1-MMP) (EC 3.4.24.-)	Arabidopsis thaliana (Mouse-ear cress)	364
O23512	MES16_ARATH	pFDCC methylesterase MES16 (EC 3.1.1.-) (Methylesterase 16) (AtMES16) (Pheophorbidase) (AtPPD)	Arabidopsis thaliana (Mouse-ear cress)	262
O23647	GLGB1_ARATH	1,4-alpha-glucan-branching enzyme 2-1, chloroplastic/amyloplastic (AtSBE II-1) (EC 2.4.1.18) (Branching enzyme 3) (AtBE3) (Starch-branching enzyme 2-1)	Arabidopsis thaliana (Mouse-ear cress)	858
O23702	CTBP_ARATH	C-terminal binding protein AN (CtBP) (Protein ANGUSTIFOLIA) (Protein DETORQUEO)	Arabidopsis thaliana (Mouse-ear cress)	636
O23715	PSA3_ARATH	Proteasome subunit alpha type-3 (20S proteasome alpha subunit G-1) (DiDi 17A-2a) (Proteasome component 8) (Proteasome subunit alpha type-7)	Arabidopsis thaliana (Mouse-ear cress)	249
